Dénomination,Regroupement,Type,Libellé,Adresse,Code Postal,Ville,Pays,Longitude,Latitude,Rayon(m)
carrier criquebeuf,,Client / Chantier,Client,,27340,Criquebeuf-sur-Seine,FRA,1.10373,49.29514,0
carrier criquebeuf,,Client / Chantier,Client,,27340,Criquebeuf-sur-Seine,FRA,1.10672,49.29607,0
Carrières de la Roche Blain,,Client / Chantier,Client,D132,14680,FRESNEY-LE-PUCEUX,FRA,-0.3731,49.0737,220
CARRIERES DE MOUEN,,Client / Chantier,Client,101 RUE DU GENERAL LECLERC,14790,VERSON,FRA,-0.4579,49.1536,220
CARRIERES D ETAVAUX,,Client / Chantier,Client,,14320,SAINT ANDRE SUR ORNE,FRA,-0.3904,49.125,220
Carrières d'Etavaux,,Bureau / Dépôt,Bureau,Cour Saint-Nicolas,14140,Le Mesnil-Simon,FRA,0.0941,49.0742,220
CARRIER TRANSICOLD,,Client / Chantier,Client,"424, ROUTE DE PARIS",76520,FRANQUEVILLE-SAINT-PIERRE,FRA,1.18169,49.3968,-1
CARROSSERIE HANGARD,,Client / Chantier,Client,69 AVENUE CARNOT,76250,DEVILLE LES ROUEN,FRA,1.017,49.4872,220
Carrosserie Preudhomme,,Fournisseur,Fournisseur,D10,76430,SAINT-ROMAIN-DE-COLBOSC,FRA,0.35565,49.53772,-1
CARS PERIER,,Client / Chantier,Client,BOULEVARD MARECHAL DE LATTRE DE TASSIGNY,76170,LILLEBONNE,FRA,0.5319,49.5125,220
CARTER CACHE SOTTEVILLE,,Client / Chantier,Client,16 Boulevard Industriel,76300,Sotteville-lès-Rouen,FRA,1.10733,49.41888,-1
Carter Cash,,Client / Chantier,Client,AVENUE PIERRE MENDES FRANCE,14120,MONDEVILLE,FRA,-0.3266,49.1711,220
CARTONNAGES GIL,,Client / Chantier,Client,LA HEUNIERE,27950,SAINT MARCEL,FRA,1.4536,49.1056,220
CARTONNERIE DE PONT AUDEMER,,Client / Chantier,Client,QUAI MARITIME,27500,PONT AUDEMER,FRA,0.5095,49.3587,220
CASINO BARRIERE,,Client / Chantier,Client,PLACE DU MARECHAL FOCH,14360,TROUVILLE SUR MER,FRA,0.0791,49.3658,220
CASTORAMA FRANCE,,Client / Chantier,Client,RUE DES SIETTES,14200,HEROUVILLE SAINT CLAIR,FRA,-0.3342,49.1893,220
CASTRES EQUIPEMENT,,Client / Chantier,Client,2 RUE JEAN HYACINTHE VINCENT,76300,SOTTEVILLE LES ROUEN,FRA,1.0953,49.421,220
CAT,,Client / Chantier,Client,LE GRAND PRE,14500,ROULLOURS,FRA,-0.8455,48.8388,220
CAT,,Client / Chantier,Client,RUE DE L EUROPE,14550,BLAINVILLE SUR ORNE,FRA,0.0,0.0,220
CAT Acaïs,,Client / Chantier,Client,Z.I. LES COSTILS,50340,LES PIEUX,FRA,-1.7941,49.5155,220
CAT DE L ESTUAIRE,,Client / Chantier,Client,33 RUE MAURICE THOREZ,76700,GONFREVILLE L ORCHER,FRA,0.2367,49.5122,220
CAT les Andelys,,Client / Chantier,Client,,27700,Les Andelys,FRA,1.41687,49.25678,-1
CAT LES ATELIERS DU PARC,,Client / Chantier,Client,LIEU-DIT LA SAINT-DENIS,27130,VERNEUIL-SUR-AVRE,FRA,0.935,48.751,220
CATS,,Client / Chantier,Client,COMP  ASS  TECH  SER,76430,SANDOUVILLE,FRA,0.0,0.0,220
CAUDRILLIER,,Client / Chantier,Client,USINE LA TENNEBRUNE,27380,CHARLEVAL,FRA,1.3762,49.3872,220
CAVE DES MONTS,,Client / Chantier,Client,CHEMIN DES MONTS,76480,DUCLAIR,FRA,0.8767,49.4948,220
CAVES JEANNE D ARC,,Client / Chantier,Client,31 RUE JEANNE D ARC,76000,ROUEN,FRA,1.0906,49.4421,220
CAZELLES,,Client / Chantier,Client,ROUTE DES ETILLEUX,61260,CETON,FRA,0.0,0.0,220
CB PRE MIX,,Client / Chantier,Client,8  RUE DES 18 ACRES,76330,PETIVILLE,FRA,0.0,0.0,220
CCE Organisation,,Client / Chantier,Client,RUE DES COLVERTS,14800,SAINT-ARNOULT,FRA,0.095,49.3334,220
CCI,,Client / Chantier,Client,Voie Éric Tabarly,27400,Louviers,FRA,1.1803,49.2144,220
CCI CHERBOURG-COTENTIN,,Client / Chantier,Client,BOULEVARD FELIX AMIOT,50100,CHERBOURG,FRA,-1.6121,49.6424,220
CCI DE CAEN,,Client / Chantier,Client,AEROPORT DE CARPIQUET,14035,CAEN,FRA,0.0,0.0,220
CCI DE GRANVILLE - ST LO,,Client / Chantier,Client,PLACE ALBERT GODAL,50400,GRANVILLE,FRA,-1.6001,48.8368,220
CCI DE ROUEN,,Client / Chantier,Client,QUAI DE LA BOURSE,76000,ROUEN,FRA,1.0912,49.4384,220
CCI DU HAVRE,,Client / Chantier,Client,QUAI DE L EUROPE,76600,LE HAVRE,FRA,0.1779,49.4813,220
CCI LOUVIERS,,Client / Chantier,Client,,27400,Louviers,FRA,1.17793,49.2071,-1
CCI PLV LOUVIERS,,Client / Chantier,Client,,27400,Louviers,FRA,1.17932,49.20702,-1
CECA,,Client / Chantier,Client,AVENUE DU PRESIDENT DUCHESNE,14600,HONFLEUR,FRA,0.2526,49.4207,220
CEDEO,,Client / Chantier,Client,RUE DE L HOTEL DU PRE,27200,VERNON,FRA,1.4706,49.1017,220
CEDEO,,Client / Chantier,Client,RUE SAINT GILLES,76000,ROUEN,FRA,1.134,49.4377,220
CEDEO,,Client / Chantier,Client,RUE DU HAUT-DES-GRANGES,27300,BERNAY,FRA,0.5825,49.108,220
CEDEST ENGRAIS,,Client / Chantier,Client,1 RUE NEUVE,27430,SAINT PIERRE DU VAUVRAY,FRA,1.2249,49.2369,220
CEDILEC - LECLERC,,Client / Chantier,Client,ROUTE DE LA POINTE DU HOC,76600,LE HAVRE,FRA,0.189,49.4866,220
CEDILEC P1,,Client / Chantier,Client,ROUTE DE L'ANCIEN PONT DU HODE,76430,SAINT-VIGOR-D'YMONVILLE,FRA,0.3387,49.47342,-1
CEDILEC P2,,Client / Chantier,Client,ROUTE DE L'ANCIEN PONT DU HODE,76430,SAINT-VIGOR-D'YMONVILLE,FRA,0.33989,49.47679,-1
CEDRIC QUILLET DOMICILE,,Domicile,Domicile,RUE MADO ROBIN,76800,SAINT-ÉTIENNE-DU-ROUVRAY,FRA,1.08605,49.38631,-1
CEF COMPTOIR ELECTRIQUE,,Client / Chantier,Client,FRANCAIS,14460,COLOMBELLES,FRA,0.0,0.0,220
CEFOR LM LINE,,Client / Chantier,Client,3 RUE GEORGES MAHIEU,76290,MONTIVILLIERS,FRA,0.0,0.0,220
CEIM-CENO,,Client / Chantier,Client,,14100,LISIEUX,FRA,0.2422,49.1478,220
CEIM-CENO,,Client / Chantier,Client,VOIE DE L INSTITUT,27100,VAL DE REUIL,FRA,0.0,0.0,220
CEISA,,Client / Chantier,Client,"246, RUE GÉNÉRAL MAURICE BOURGEOIS",27300,BERNAY,FRA,0.5834,49.0729,220
CEISA PACKAGING,,Client / Chantier,Client,PA PARC EXPO,27304,BERNAY,FRA,0.5819,49.0723,220
CEMAT,,Client / Chantier,Client,591 BOULEVARD JULES DURAND,76600,LE HAVRE,FRA,0.1902,49.4997,220
CENPAC,,Client / Chantier,Client,PARC INDUSTRIEL  DE LA HOUSSETTE,27430,HERQUEVILLE,FRA,0.0,0.0,220
CENPAC,,Client / Chantier,Client,,,HERQUEVILLE,FRA,1.25631,49.2396,-1
CENPAC NORMANDIE,,Client / Chantier,Client,Z I  LA MAINE,76151,MAROMME,FRA,0.0,0.0,220
Centaure,,Client / Chantier,Client,D19,27610,Romilly-sur-Andelle,FRA,1.2521,49.3226,220
CENTAURE,,Fournisseur,Fournisseur,LIEU-DIT LE PETIT NOËL,27310,BOSGOUET,FRA,0.86613,49.35765,-1
CENTRALE CANINE,,Client / Chantier,Client,Z A DES COUTUMES - RN 154,27930,GUICHAINVILLE,FRA,0.0,0.0,220
CENTRAL PRESSE,,Client / Chantier,Client,ZA LES JOSMETS,61100,FLERS,FRA,0.0,0.0,220
centre commercial La LEZARDE,,Client / Chantier,Client,Centre Cial. de la Lézarde,76290,Montivilliers,FRA,0.189,49.5277,220
CENTRE D ACTION SOCIALE,,Client / Chantier,Client,17 RUE CARNOT,76190,YVETOT,FRA,0.7567,49.6195,220
CENTRE DE DETENTION,,Client / Chantier,Client,CHAUSSEE DE L ANDELLE,27100,VAL DE REUIL,FRA,1.2339,49.2715,220
CENTRE DIFFUSION POSTAL,,Client / Chantier,Client,RUE DU POIRIER,14650,CARPIQUET,FRA,-0.4519,49.1939,220
CENTRE ELEC,,Client / Chantier,Client,16  RUE JEAN REVEU,14600,HONFLEUR,FRA,0.0,0.0,220
Centre Hospitalier,,Client / Chantier,Client,RUE EUGENE GARNIER,61100,FLERS,FRA,-0.5413,48.7489,220
CENTRE HOSPITALIER,,Client / Chantier,Client,17 RUE SAINT LOUIS,27000,EVREUX,FRA,1.1529,49.0265,220
CENTRE HOSPITALIER,,Client / Chantier,Client,AVENUE PASTEUR,76200,DIEPPE,FRA,1.0786,49.9207,220
CENTRE HOSPITALIER,,Client / Chantier,Client,387 RUE DUNANT,50000,SAINT LO,FRA,-1.1055,49.1062,220
CENTRE HOSPITALIER,,Client / Chantier,Client,58 ROUTE DE CONCHES,27000,EVREUX,FRA,1.1197,49.0198,220
CENTRE HOSPITALIER BISSON,,Client / Chantier,Client,4 RUE ROGER AINI,14100,LISIEUX,FRA,0.2322,49.146,220
CENTRE LECLERC,,Client / Chantier,Client,CENTRE COMMERCIAL CAER,27930,NORMANVILLE,FRA,0.0,0.0,220
centre leclerc elbeuf,,Client / Chantier,Client,,76320,Saint-Pierre-lès-Elbeuf,FRA,1.04074,49.29142,-1
Centre leclerc incarville,,Client / Chantier,Client,,27400,Incarville,FRA,1.18117,49.23656,-1
CENTRE LECLERC ST SEVER,,Client / Chantier,Client,RUE HENRI GADEAU DE KERVILLE,76000,ROUEN,FRA,1.0817,49.4302,220
CENTRE ROUTIER GD QUEVILLY,,Autre,Autre,,76120,Le Grand-Quevilly,FRA,1.02874,49.41153,-1
CENTRES R&D NESTLE,,Client / Chantier,Client,51 RUE D ORIVAL,14100,LISIEUX,FRA,0.2342,49.1334,220
CENTRIMEX GD COURONNE,,Client / Chantier,Client,,76530,Grand-Couronne,FRA,0.98093,49.3492,-1
cepic st étienne du rouvray,,Client / Chantier,Client,31 Rue de la Vente Olivier,76800,Saint-Étienne-du-Rouvray,FRA,1.09377,49.36836,-1
CERA ELECTRONIQUE,,Client / Chantier,Client,ROUTE DES FALAISES,27100,VAL DE REUIL,FRA,1.2135,49.2706,220
CEREXAGRI,,Client / Chantier,Client,C R E  - ROUTE DE MERCEY,27950,SAINT MARCEL,FRA,0.0,0.0,220
CERMEX OUEST CONDITIONN,,Client / Chantier,Client,20 RUE DE LA VALLEE,14100,LISIEUX,FRA,0.2216,49.1617,220
Cerneau,,Client / Chantier,Client,33A Rue Saint-Germain,27400,Louviers,FRA,1.1696,49.2182,220
CERP,,Client / Chantier,Client,39 RUE DES AUGUSTINS,76000,ROUEN,FRA,1.0975,49.4379,220
CERP,,Client / Chantier,Client,501 BOULEVARD DE LA GRANDE DELLE,14200,HEROUVILLE SAINT CLAIR,FRA,-0.3415,49.2064,220
CERP,,Client / Chantier,Client,ZAC DE LA CHEVALERIE,50000,SAINT LO,FRA,0.0,0.0,220
CESR,,Bureau / Dépôt,Bureau,Chemin de la Plaine,14123,Ifs,FRA,-0.337,49.1473,220
CESR - Lisieux,,Bureau / Dépôt,Bureau,808 Avenue Georges Duval,14100,Lisieux,FRA,0.2672,49.1456,220
CETE APAVE NORD OUEST,,Client / Chantier,Client,RUE VIGOR,27000,EVREUX,FRA,1.1562,49.0326,220
CETE APAVE NORD-OUEST,,Client / Chantier,Client,5  RUE D ATALANTE,14201,HEROUVILLE SAINT CLAIR,FRA,0.0,0.0,220
CETE APAVE NORD-OUEST,,Client / Chantier,Client,2 RUE DES MOUETTES,76130,MONT SAINT AIGNAN,FRA,1.0738,49.4674,220
CETE NORMANDIE CENTRE,,Client / Chantier,Client,CHEMIN DE LA POUDRIERE,76120,LE GRAND QUEVILLY,FRA,1.0521,49.3933,220
CFA,,Client / Chantier,Client,2 RUE DE LA COTONNIERE,14000,CAEN,FRA,-0.4002,49.1965,220
CFAI CENTRE DE FORMATION,,Client / Chantier,Client,RUE PROFESSEUR JOSEPH ROUSSELOT,14000,CAEN,FRA,-0.3606,49.2077,220
CFCA NORMANDIE,,Client / Chantier,Client,Z I  DE LA CARBONNIERE,76360,BARENTIN,FRA,0.0,0.0,220
CFR ELIT,,Client / Chantier,Client,387 AVENUE BONPORT,76320,SAINT PIERRE LES ELBEUF,FRA,0.0,0.0,220
CFR ELIT,,Client / Chantier,Client,128 AVENUE ARISTIDE BRIAND,27930,GRAVIGNY,FRA,1.1673,49.0548,220
CFS,,Fournisseur,Fournisseur,RUE DES PETITS POMMIERS,14200,HÉROUVILLE-SAINT-CLAIR,FRA,-0.3457,49.2146,220
CGL ISOLATION,,Bureau / Dépôt,Bureau,4 Rue Ampère,14123,Cormelles-le-Royal,FRA,-0.3236,49.1587,220
CGTI,,Client / Chantier,Client,RUE ALBERT CAMUS,27120,PACY SUR EURE,FRA,1.3775,49.0226,220
CHALLENGE INTERNATIONAL,,Client / Chantier,Client,RUE VINCENT VAN GOGH,76290,MONTIVILLIERS,FRA,0.1685,49.5534,220
CHAMBET,,Client / Chantier,Client,GRANDE RUE,76940,SAINT NICOLAS DE BLIQUETUIT,FRA,0.0,0.0,220
CHAMPION,,Client / Chantier,Client,AVENUE DE L EUROPE,76230,BOISGUILLAUME,FRA,0.0,0.0,220
CHAMPION HYPERMARCHE,,Client / Chantier,Client,ROUTE DE VIRE,50000,SAINT LO,FRA,0.0,0.0,220
CHAPUZET GUY,,Client / Chantier,Client,RUE DU VIVEROT,14500,VIRE,FRA,-0.8838,48.8419,220
CHARAL,,Client / Chantier,Client,RUE DE L AGRICULTURE,61100,FLERS,FRA,-0.5648,48.7393,220
CHARAL,,Client / Chantier,Client,ROUTE D ORBEC,14100,BEUVILLERS,FRA,0.2589,49.1306,220
CHARLES CIP,,Client / Chantier,Client,VOIE DU FUTUR,27100,VAL DE REUIL,FRA,1.1816,49.2541,220
CHATEL CLAUDE & FILS,,Client / Chantier,Client,AVENUE DE BISCHWILLER,14500,VIRE,FRA,-0.8661,48.8549,220
CHATEL LOGISTIQUE,,Client / Chantier,Client,1600 BOULEVARD CHARLES CRO,14123,IFS,FRA,-0.3264,49.1437,220
CHAUBEYRE,,Client / Chantier,Client,ROUTE DE LA GUEROULDE,27160,BRETEUIL,FRA,0.9069,48.8301,220
Chauffage et Bois 14,,Bureau / Dépôt,Bureau,D579,14130,Saint-Julien-sur-Calonne,FRA,0.2064,49.2866,220
CHAUFFEGAZ,,Client / Chantier,Client,197 RUE SAINT JULIEN,76000,ROUEN,FRA,1.0745,49.4259,220
CHAUSSURES MARCO,,Client / Chantier,Client,RUE MAURICE DELAMARE,27340,PONT DE L ARCHE,FRA,1.1576,49.3027,220
CHAUVIN ARNOUX,,Client / Chantier,Client,RUE DE L ALLIERE,14500,VIRE,FRA,-0.8602,48.8543,220
CHAUVIN ARNOUX,,Client / Chantier,Client,REUX,14130,PONT L EVEQUE,FRA,0.0,0.0,220
CHEMINEES JEAN MAGNAN,,Client / Chantier,Client,3 RUE DES CHEMINEES,76400,CONTREMOULINS,FRA,0.4283,49.7339,220
CHENU Hubert,,Domicile,Domicile,RUE BASSE,14112,BIEVILLE BEUVILLE,FRA,-0.3244,49.2446,220
CHERBOURG COOP,,Client / Chantier,Client,BASSIN DE COMMERCE,14520,PORT EN BESSIN HUPPAIN,FRA,0.0,0.0,220
CHEREAU,,Client / Chantier,Client,2 CHEMIN DE LA BRASSERIE,50300,AVRANCHES,FRA,-1.357,48.673,220
CHEREAU JEAN,,Client / Chantier,Client,ZI LE DOMAINE DUCEY,50307,AVRANCHES,FRA,0.0,0.0,220
CHEREAU SERVICES,,Client / Chantier,Client,LE DOMAINE,50220,DUCEY,FRA,0.0,0.0,220
CHESAPEAKE LUXURY,,Client / Chantier,Client,RUE DE LA PAIX,27530,EZY SUR EURE,FRA,1.4099,48.8654,220
CHEVALLIER,,Client / Chantier,Client,13 RUE DU CHEMIN  DES OISEAUX,76340,BLANGY SUR BRESLE,FRA,0.0,0.0,220
CHEVREUX Patrick,,Domicile,Domicile,RUE GUSTAVE FLAUBERT,27590,PITRES,FRA,1.2107,49.3125,220
CHEVRON,,Client / Chantier,Client,ROUTE DU PONT VIII,76700,GONFREVILLE-L'ORCHER,FRA,0.2122,49.4972,220
CHEVRON CHEMICAL,,Client / Chantier,Client,ATT  SERVICE COMPTA,76080,LE HAVRE,FRA,0.0,0.0,220
Chez Roger  Traiteur,,Autre,Autre,174 Rue de Paris,76800,Saint-Étienne-du-Rouvray,FRA,1.10658,49.38443,0
CHI,,Client / Chantier,Client,RUE LÉON SCHWARTZENBERG,27000,ÉVREUX,FRA,1.1153,49.0338,220
CHIELVR,,Client / Chantier,Client,,76500,ELBEUF,FRA,0.9975,49.2774,220
CHIELVR,,Client / Chantier,Client,2 RUE SAINT JEAN,27400,LOUVIERS,FRA,1.1738,49.2104,220
CHIELVR,,Client / Chantier,Client,AVENUE LOUIS VILLERS,76410,SAINT-AUBIN-LÈS-ELBEUF,FRA,1.0416,49.30657,-1
CHIELVR HOPITAL,,Client / Chantier,Client,,76410,Saint-Aubin-lès-Elbeuf,FRA,1.04157,49.30582,-1
Chielvr hopital elbeuf,,Autre,Autre,,76410,Saint-Aubin-lès-Elbeuf,FRA,1.0416,49.30549,-1
CHIRON,,Client / Chantier,Client,ROUTE DE CABOURG,14460,COLOMBELLES,FRA,-0.3018,49.19,220
CHRISTOPHE LEVAGE,,Client / Chantier,Client,RUE DU POIRIER,14650,CARPIQUET,FRA,-0.4519,49.1939,220
CHROMOROC,,Client / Chantier,Client,3 RUE DU PORT,27400,LOUVIERS,FRA,1.1763,49.2059,220
Chronopost Criquebeuf,,Client / Chantier,Client,,27340,Criquebeuf-sur-Seine,FRA,1.10623,49.29458,-1
CHU,,Client / Chantier,Client,13 AVENUE PIERRE MENDES FRANCE,76290,MONTIVILLIERS,FRA,0.1827,49.5278,220
CHU ARCHIVE SOTTEVILLE LES ROUEN,,Client / Chantier,Client,,76300,Sotteville-lès-Rouen,FRA,1.10648,49.41789,-1
CHUBB SECURITE,,Client / Chantier,Client,RUE DES MESANGES,27400,ACQUIGNY,FRA,0.0,0.0,220
CHU BLANCHISSERIE,,Client / Chantier,Client,ROUTE DE LYONS-LA-FORÊT,76000,ROUEN,FRA,1.1316,49.43676,-1
CHU DE CAEN,,Client / Chantier,Client,AVENUE DE LA COTE DE NACRE,14000,CAEN,FRA,-0.3564,49.2043,220
CHU - Dépôt  de Colombelles,,Client / Chantier,Client,ROUTE DE CAEN,14460,COLOMBELLES,FRA,-0.2996,49.1936,220
CHU ROUEN,,Autre,Autre,BOULEVARD GAMBETTA,76000,ROUEN,FRA,1.10846,49.4406,-1
CIBEM SAINT PIERRE,,Client / Chantier,Client,RUE DES ABATTOIRS,14170,SAINT PIERRE SUR DIVES,FRA,-0.0434,49.0226,220
CIDRERIE DUJARDIN,,Client / Chantier,Client,RUE DU PRESBYTERE,14240,CAHAGNES,FRA,-0.7672,49.0674,220
CIDRUCCHUS,,Bureau / Dépôt,Bureau,Lieu-dit L'Hermerel,14230,Géfosse-Fontenay,FRA,-1.0776,49.369,220
CIEMI NORMANDIE,,Client / Chantier,Client,CHEMIN DU FOUR A CHAUX,76160,DARNETAL,FRA,1.1629,49.4447,220
CIMENTS CALCIA,,Client / Chantier,Client,RUE COLOMBELLES,14860,RANVILLE,FRA,-0.2752,49.222,220
CIMLEC INDUSTRIES,,Client / Chantier,Client,ZA CORMELLES LE ROYAL,14020,CAEN,FRA,0.0,0.0,220
CIM MANUT,,Client / Chantier,Client,3 RUE FRANCOIS ARAGO,76150,LA VAUPALIERE,FRA,0.0,0.0,220
Cim manutention,,Fournisseur,Fournisseur, ,76150,La Vaupalière,FRA,1.01325,49.48227,0
CIN,,Client / Chantier,Client,,76440,SERQUEUX,FRA,1.52357,49.63005,-1
CINEMA GAUMONT ET ZONE DES GAUMONTS  DE GD QUEVILLY (DIVERS_2),,Autre,Autre,Boulevard Pierre Brossolette,76120,Le Grand-Quevilly,FRA,1.04086,49.41429,-1
CINRAM FRANCE,,Client / Chantier,Client,LES GRANGES - CHAMPENARD,27608,GAILLON,FRA,1.3369,49.1083,220
CIR,,Client / Chantier,Client,ROUTE NATIONALE 12,61400,MORTAGNE AU PERCHE,FRA,0.0,0.0,220
CIRALE,,Bureau / Dépôt,Bureau,D675,14430,Goustranville,FRA,-0.0966,49.2202,220
Cirque théatre,,Client / Chantier,Client,12 Rue des Traites,76500,Elbeuf,FRA,1.0119,49.2894,150
CIS PLASTI MOULES,,Client / Chantier,Client,RUE MARCEL PORQUIER,76340,MONCHAUX SORENG,FRA,0.0,0.0,220
CIT,,Client / Chantier,Client,MISERY -,27005,EVREUX,FRA,1.2814,49.0137,220
CITROEN AUTOMOBILES,,Client / Chantier,Client,Z I  CORMELLES LE ROYAL,14020,CAEN,FRA,0.0,0.0,220
CITROEN CONC BARENTIN (DIVERS_2),,Autre,Autre,135 Rue Alexandre Dumas,76360,Barentin,FRA,0.96129,49.53513,-1
CITRON,,Client / Chantier,Client,ROUTE DES CABIONS,76700,ROGERVILLE,FRA,0.0,0.0,220
CLAIREFONTAINE CHAMPION,,Client / Chantier,Client,ROUTE DE CLAIREFONTAINE,14800,TOURGEVILLE,FRA,0.0632,49.349,220
CLAUBAIL - BRICOMARCHE,,Client / Chantier,Client,AVENUE COMTESSE DE SEGUR,61300,L AIGLE,FRA,0.6175,48.7649,220
CLEAN SERVICE,,Client / Chantier,Client,AVENUE DU COMMANDANT BICHERAY,76000,ROUEN,FRA,1.0569,49.4507,220
CLEMENT HEBERT,,Bureau / Dépôt,Bureau,145 Route de Virville,76430,Graimbouville,FRA,0.3353,49.5765,220
CLIMAFROID,,Client / Chantier,Client,RUE DE L AVENIR,14650,CARPIQUET,FRA,-0.4367,49.19,220
CLINIQUE DU BELVEDERE,,Client / Chantier,Client,,76130,MONT SAINT AIGNAN,FRA,1.0808,49.4593,220
Clinique Saint Hilaire,,Client / Chantier,Client,7 Rue de l'Abreuvoir,76000,Rouen,FRA,1.11429,49.4415,-1
CLIPS,,Client / Chantier,Client,RUE DE L INDUSTRIE,14700,FALAISE,FRA,-0.1818,48.8897,220
CLOE II,,Client / Chantier,Client,ROUTE DE GAILLEFONTAINE,76270,NEUVILLE FERRIERES,FRA,0.0,0.0,220
CLOTURE ILE DE FRANCE,,Client / Chantier,Client,RUE LAVOISIER,27940,AUBEVOYE,FRA,1.3443,49.1758,220
CLOTURES BATAILLE,,Client / Chantier,Client,699 RUE DE GAILLON,27503,PONT AUDEMER,FRA,0.0,0.0,220
CMC DISTRIBUTION,,Client / Chantier,Client,3 CHEMIN DE NUISEMENT,27930,FAUVILLE,FRA,0.0,0.0,220
Cmi conteneur,,Client / Chantier,Client,BOULEVARD JULES DURAND,76600,LE HAVRE,FRA,0.17736,49.49468,-1
CMI KAPYROK,,Client / Chantier,Client,31 RUE HENRI MESSAGER,76170,LILLEBONNE,FRA,0.5377,49.5199,220
CMS,,Client / Chantier,Client,AVENUE DE LA 51 EME HIGLAND DIVISION,76460,SAINT VALERY EN CAUX,FRA,0.6966,49.8599,220
CMS INDUSTRIE,,Client / Chantier,Client,Z I    LE GRAND MARAIS,27940,AUBEVOYE,FRA,0.0,0.0,220
CMS MAREE,,Client / Chantier,Client,IMPASSE DES ALBATROS,14520,PORT EN BESSIN HUPPAIN,FRA,-0.7509,49.3397,220
CMT,,Client / Chantier,Client,Rue Bataille,27370,Le Thuit de l'Oison,FRA,0.9468,49.268,220
CNRS 6614 - CORIA,,Client / Chantier,Client,AVENUE DE L UNIVERSITE,76800,SAINT ETIENNE DU ROUVRAY,FRA,1.0675,49.3864,220
COAXEL,,Client / Chantier,Client,,76006,ROUEN,FRA,1.12879,49.43616,-1
COBONOR ETS BOUJU,,Client / Chantier,Client,AVENUE DE BISCHWILLER,14500,VIRE,FRA,-0.8661,48.8549,220
COCHARD,,Client / Chantier,Client,D999,50860,MOYON,FRA,-1.1553,48.9964,220
COEUGNET MATERIAUX,,Client / Chantier,Client,D562 A,14320,SAINT-ANDRÉ-SUR-ORNE,FRA,-0.3754,49.1232,220
COFA,,Client / Chantier,Client,9  RUE NATIONALE,14403,BAYEUX,FRA,0.0,0.0,220
COFAMECA,,Client / Chantier,Client,ZONE ARTISANALE,50290,LONGUEVILLE,FRA,-1.5407,48.8545,220
COFANOR,,Client / Chantier,Client,311 RUE DE L AVENIR,14790,VERSON,FRA,-0.4718,49.1522,220
COFATHEC SERVICES,,Client / Chantier,Client,181 RUE JEAN MERMOZ,76235,BOISGUILLAUME,FRA,0.0,0.0,220
COFFEA,,Client / Chantier,Client,ZI LES ALIZES III,76700,HARFLEUR,FRA,0.3275,49.4776,220
COFRAFER,,Client / Chantier,Client,42 RUE JACQUARD,76140,LE PETIT QUEVILLY,FRA,1.0591,49.4301,220
COGELUB,,Client / Chantier,Client,RUE CANAL,14550,BLAINVILLE SUR ORNE,FRA,0.0,0.0,220
CO JAMET,,Client / Chantier,Client,CAUX MULTIPOLES,76190,VALLIQUERVILLE,FRA,0.737,49.6204,220
COLIN,,Client / Chantier,Client,LA RAITE NEUMER,14220,OUFFIERES,FRA,0.0,0.0,220
COLLVER,,Client / Chantier,Client,BOULEVARD VICTOR HUGO,76390,AUMALE,FRA,1.7554,49.7727,220
COLOMBEL Gaetan,,Domicile,Domicile,PETITE RUE,76210,SAINT EUSTACHE LA FORET,FRA,0.4624,49.5499,220
COMALDIS,,Client / Chantier,Client,7 ROUTE DE BUEIL,27780,GARENNES SUR EURE,FRA,1.4426,48.9223,220
COMAT,,Client / Chantier,Client,D228,14840,DÉMOUVILLE,FRA,-0.269,49.1708,220
COMBI TRAILOR,,Client / Chantier,Client,74  RUE DU GAL HOCHE,76600,LE HAVRE,FRA,0.0,0.0,220
COMEFI,,Client / Chantier,Client,Z I  LOISEL,27550,NASSANDRES,FRA,0.0,0.0,220
COMITE DEPARTEMENTAL DU,,Client / Chantier,Client,8 RUE RENOIR,14000,CAEN,FRA,-0.3761,49.1915,220
COMMERCIALE CITROEN,,Client / Chantier,Client,6 AVENUE GENERAL HARRIS,14050,CAEN   4,FRA,0.0,0.0,220
COMMUNAUTE AGGLOMERATION,,Client / Chantier,Client,5 RUE VOLTAIRE,27000,EVREUX,FRA,1.1577,49.0089,220
communauté aglomeration,,Client / Chantier,Client,Allée des Frênes,27400,Vironvay,FRA,1.2176,49.198,50
COMPAGNIE DE DECAFEINATION,,Client / Chantier,Client,1 RUE RENE COTY,76133,ROLLEVILLE,FRA,0.2176,49.5741,220
COMPIN,,Client / Chantier,Client,1 RUE DU GUESCLIN,27000,EVREUX,FRA,1.1705,49.0217,220
Comptoir Destockage Alimentaire,,Client / Chantier,Client,RUE DU COMMERCE,14970,BÉNOUVILLE,FRA,-0.2876,49.2366,220
COMPTOIR ELBEUVIEN D ELEC,,Client / Chantier,Client,ROUTE D ELBEUF,27340,MARTOT,FRA,0.0,0.0,220
CONCEPT DECOR 76,,Client / Chantier,Client,RUE DU DOCTEUR LEJEUNE,76390,AUMALE,FRA,1.7575,49.7796,220
CONDI CLIPS THERMOFORMAGE,,Client / Chantier,Client,RD 181,27120,DOUAINS,FRA,1.4134,49.0535,220
CONDI CONCEPT EMBALLAGES,,Client / Chantier,Client,RN 181,27120,DOUAINS,FRA,1.4134,49.0535,220
